index,hash,aspect_pos,aspect_pos_string,stance,topic,sentence
122,e8e69899413f8fbf5acf103ddf4e0c5d,"['(27,7)', '(39,7)', '(98,6)', '(107,8)', '(120,7)']","['dignity', 'respect', 'rights', 'identity', 'welfare']",Argument_against,cloning,"Human cloning violates the dignity and respect due to every human individual as it undermines the rights , identity and welfare of any child created in this way ."
123,ce625290b032965fc300af2c9ef1b093,"['(85,16)']",['place in society'],Argument_against,cloning,If genes are modified to create smarter being those that are average will not have a place in society .
124,3723e393ccac4f3ad3819c97a465ba71,"['(77,9)', '(91,11)']","['sacrifice', 'life of one']",Argument_against,cloning,It was an inconceivable paradox that proponents of therapeutic cloning would sacrifice the life of one in order to serve another .
125,147112310ea2530c74f612956b1e01c0,"['(57,6)', '(79,16)']","['abused', 'vested interests']",Argument_against,cloning,Many opponents fear that the cloning technology could be abused by people with vested interests .
126,9503903e301d89b2a7b7f136769221ed,"['(9,9)', '(23,15)']","['murdering', 'next generation']",Argument_against,cloning,they are murdering the next generation !!!!
127,0f8f41beea085c15a2b254b6ae4244e2,['no_Aspect'],['no_Aspect'],Argument_against,marijuana legalization,"Gov. Charlie Baker , Boston Mayor Marty Walsh and the Massachusetts attorney general are all part of "" Vote No on Four . """
128,0ab1a32f91b4afe1d2b2e80e10405758,"['(4,4)', '(77,16)']","['cost', 'bad relationship']",Argument_against,school uniforms,The cost of uniform often means that parents dislike it and it can lead to a bad relationship between them and the school .
129,f406bfbc0f9e35a4ab72beeaf36e1c8e,"['(35,5)', '(43,26)']","['costs', 'taxpayer dollars typically']",Argument_for,school uniforms,"If schools share in or take on the costs , taxpayer dollars typically support uniforms ."
130,f96db3674e7f19c4410296d76e603be7,"['(17,6)', '(46,13)']","['boring', 'uncomfortable']",Argument_against,school uniforms,"Apart from being boring , uniforms are highly uncomfortable as well ."
131,1d5fbf8658c7e268e5be3457cc5d231a,"['(23,36)']",['uncomfortable wearing certain styles'],Argument_against,school uniforms,Some children are also uncomfortable wearing certain styles of clothing .
132,2851e0d7f9781e3db6312d341e925953,"['(65,6)']",['fights'],Argument_against,school uniforms,"Alarmingly , in middle schools , where uniforms were mandatory , fights nearly doubled over a four-year period from 186 in 1996-97 to 284 in 1997-98 ."
133,c4b272b4d7e80cbbc3df37b645595953,"['(6,8)', '(49,8)']","['training', 'employed']",Argument_for,school uniforms,"The ' training ' argument says that when you are employed , you are likely to have to wear a uniform ."
134,7b1a9604ef708f4c1fbbc773864ff8fb,['no_Aspect'],['no_Aspect'],Argument_for,marijuana legalization,These same things happened when alcohol was legalized .
135,296a14e2dfcbd91a33dac8d977a3f8bc,"['(34,11)']",['lazy people'],Argument_against,marijuana legalization,"The last one : "" Imagine how many lazy people there will be ."
136,f0249ec5c9885339fc4aa06cda5131e5,"['(45,7)', '(57,44)']","['culture', 'violence in the media/entertainment industry']",Argument_against,gun control,“ Violence is n’t due to guns ; it is due to culture and violence in the media/entertainment industry . ”
137,6863f17eabd1357520fd411de529653a,"['(99,7)', '(111,16)', '(133,9)', '(165,11)']","['prevent', 'violent among us', 'obtaining', 'harm others']",Argument_for,gun control,"The true purpose of gun control is not to remove weapons for the sake of removing weapons , but to prevent the violent among us from obtaining weapons with which to harm others ."
138,515923bfb9a9a9e39fbfb57586804986,"['(35,8)', '(73,13)']","['violence', 'rival schools']",Argument_against,school uniforms,"Uniforms can actually lead to more violence , as they make students from rival schools much more obvious in the street or on the bus ."
139,e845f34c61a8685b5f5a90bc96e8d435,"['(52,7)']",['protect'],Argument_against,school uniforms,What kind of people are school uniforms supposed to protect the students from ?
140,31508eb837181e6530646b9725b61d3f,"['(89,16)', '(110,5)']","['over-restrictive', 'rebel']",Argument_against,school uniforms,"vvillatte says2013-06-17T12 :29:34.057 Report Post Kids might eventually find the system over-restrictive and rebel against it , which in turn would cause no end of trouble ."
141,ae84a2ecf386e36b4b1a8b568852a5d0,"['(85,12)']",['noncompliant'],Argument_against,school uniforms,He wore a pair of pants left over from the previous school year and was deemed to be noncompliant because the pants were too faded ( 1 ) .
142,9f8dc03f658932d01c9af708067042ef,"['(44,7)']",['aborted'],Argument_against,abortion,Example : How would you feel if your mother aborted you ?
143,ce229d0bbf74d39e003dc4ba79c1eaf2,['no_Aspect'],['no_Aspect'],Argument_for,death penalty,"According to Gallup , about 60 percent of death penalty supporters back capital punishment under some form of this reasoning ."
144,2cb3e253b1975f52634ebe559a505c8a,"['(52,8)', '(65,11)']","['vagrancy', 'panhandling']",Argument_against,marijuana legalization,"Davis Dossantos , 43 , said he ’s seen an uptick in vagrancy and panhandling since legalization ."
145,a4d4414aae1b60badec433112b8fc34f,"['(0,8)', '(12,12)', '(41,7)']","['Cannabis', 'less harmful', 'tobacco']",Argument_for,marijuana legalization,Cannabis is less harmful than alcohol or tobacco .
146,2fafcb9d273261fcc01f1f95a03c18ec,"['(0,18)', '(32,17)', '(96,5)', '(102,25)']","['Equality arguments', 'woman ’s autonomy', 'enjoy', 'equal citizenship stature']",Argument_for,abortion,"Equality arguments focus on “ a woman ’s autonomy to determine her life ’s course , and thus to enjoy equal citizenship stature . ”"
147,59d3c6f1e4bd54bd4a1fc610cadc51b0,"['(79,14)', '(241,5)', '(317,6)', '(327,14)']","['lack of access', 'black', 'access', 'early abortion']",Argument_for,abortion,"For the first three categories , the report may indicate significant issues in lack of access : “ The overwhelming majority of second-trimester patients would have preferred to have had their abortion earlier , and our findings suggest that black women and those with less education would most benefit from increased access to early abortion services . ”"
148,4d7211838a1540df5a5354e29ae836ee,"['(32,19)']",['taking a human life'],Argument_against,abortion,Abortion is wrong because it is taking a human life .
149,1fcf0f7ae1c44154f8cfb13983336c65,"['(22,6)']",['murder'],Argument_against,abortion,The truth : Yes it is murder !
150,8af957550fab67b8037bff6b1b284575,"['(10,7)', '(20,5)', '(30,20)']","['cleaner', 'safer', 'cheaper alternatives']",Argument_against,nuclear energy,"There are cleaner , safer and cheaper alternatives available that can produce our electricity without using nuclear or fossil fuels ."
151,b1fcd9e0f7ad203948abb3864e8b656b,"['(12,8)']",['exploded'],Argument_against,nuclear energy,"It has also exploded in Russia , the same thing happened to Japan ."
152,7778fdabf2c4b50b15d87840e49a2819,"['(34,8)']",['peaceful'],Argument_against,nuclear energy,"But as we know there is nothing "" peaceful "" about all things nuclear ."
153,18a0a5161a35cf5aa8bf416fb43a6d59,"['(36,4)', '(41,4)', '(105,4)', '(110,4)']","['feel', 'pain', 'feel', 'pain']",Argument_against,abortion,"If you become a person when you can feel pain , then it makes sense to oppose abortion after a fetus can feel pain ."
154,e602a333d37c799b51a22ea412a1a319,"['(33,6)', '(40,8)', '(60,13)', '(77,13)', '(94,16)']","['purely', 'elective', 'healthy women', 'end the lives', 'healthy children']",Argument_against,abortion,92 % of abortions in America are purely elective -- done on healthy women to end the lives of healthy children .
155,c9628a0747ee6e9d1e738e43e965485a,"['(22,10)', '(37,15)', '(80,11)', '(127,14)', '(142,9)']","['orphanages', 'beyond capacity', 'foster care', 'already-scarce', 'resources']",Argument_for,abortion,Many foster homes and orphanages are beyond capacity ; putting a child into the foster care system would weigh even heavier on already-scarce resources .
156,5ace96b468550ec3fa686022e7eaad80,"['(95,29)']",['difficulty accessing services'],Argument_for,abortion,"Most women affected by these laws still have abortions , but many seek them later due to their difficulty accessing services ."
157,691cc7078ab2932215b38172fec80cae,"['(0,16)', '(28,21)']","['Planned children', 'better life prospects']",Argument_for,abortion,"Planned children often have better life prospects because caregivers are better prepared to support the child physically , emotionally , and financially ."
158,d5fe99ec8b4923f115780f4c1029faa5,"['(151,14)', '(241,31)']","['less concerned', 'concentrate on their schoolwork']",Argument_for,school uniforms,"A bulletin published by the National Association of Secondary School Principals stated that "" When all students are wearing the same outfit , they are less concerned about how they look and how they fit in with their peers ; thus , they can concentrate on their schoolwork . """
159,a5d8ac3b299728de7bba190418981f28,"['(40,5)', '(118,18)']","['views', 'ordered to endorse']",Argument_against,school uniforms,"Those , the parents contended , are the views of the school as part of the government , and their children can not be ordered to endorse them on the clothing they wear to school ."
160,1f1b294b114dd9e1b15f40cf156afcd5,"['(119,18)', '(150,18)', '(179,25)', '(217,19)']","['crime rate dropped', 'school suspensions', 'sex offenses were reduced', 'vandalism incidents']",Argument_for,school uniforms,"( 1 ) For example , Long Beach , CA , implemented uniforms in 1995 and reported these impressive results in 2013 : The crime rate dropped by 91 % and school suspensions by 90 % ; sex offenses were reduced by 96 % and vandalism incidents by 69 % ."
161,da62906d52d7a352c9f504bc945d0cc9,"['(27,11)', '(42,17)']","['detrimental', 'adult development']",Argument_against,school uniforms,"Secondly , uniforms can be detrimental to adult development ."
162,ad391ad85b69a627bdee5dcfbf2f791c,"['(15,17)', '(43,6)', '(50,23)']","['band-aid solution', 'deeply', 'flawed education system']",Argument_against,school uniforms,Uniforms are a band-aid solution to a very deeply flawed education system .
163,082637192b80b3e8567bea7a16004273,"['(37,22)', '(94,14)']","['squander the resources', 'climate change']",Argument_against,nuclear energy,"Perhaps most significantly , it will squander the resources necessary to implement meaningful climate change solutions ."
164,aef73309a852db87db7a89b275f78b89,"['(129,13)', '(151,5)', '(160,20)']","['contamination', 'leaks', 'containment failures']",Argument_against,nuclear energy,"While recycling efforts of this waste product have been undertaken in recent years , the storage of the by-product could lead to contamination through leaks or containment failures ."
165,99b7e79eccc5a286225b01bc8a09ba39,"['(116,16)']",['nuclear accident'],Argument_against,nuclear energy,The Chernobyl accident that occurred on 26 April 1986 at the Chernobyl Nuclear Power Plant in Ukraine was the worst nuclear accident in the history .
